iter	MAPE	RMSE
71	0.1991158675	128.659483
72	0.1986539666	127.9100328
73	0.198150227	127.1763065
74	0.1976906173	126.4611158
75	0.1973270825	125.8145053
76	0.1970363575	125.169273
77	0.19673732	124.5557868
78	0.1964686765	123.9854435
79	0.1962980916	123.4313173
80	0.1962024291	122.9265053
81	0.1960432898	122.4417375
82	0.1958694455	121.9739579
83	0.1957628457	121.5185017
84	0.1957008568	121.090373
85	0.1955895145	120.6881696
86	0.1955792689	120.3235215
87	0.1954941482	119.9599836
88	0.1954493311	119.6023915
89	0.1954215401	119.2644004
90	0.1953964535	118.9625687
91	0.1953685223	118.6587604
92	0.1954008875	118.3870568
93	0.1953625085	118.1192786
94	0.1953993063	117.8768378
95	0.1954594767	117.6455049
96	0.1955470235	117.421537
97	0.195635365	117.2093171
98	0.1956916735	117.0079701
99	0.1957508531	116.7969456
100	0.1958640585	116.6136327
101	0.1959553986	116.4231022
102	0.1960360471	116.2382479
103	0.1961315952	116.0654073
104	0.1962377542	115.9152891
105	0.1963080381	115.7631707
106	0.1964171148	115.6277303
107	0.1964973617	115.4815742
108	0.1965878102	115.3559297
109	0.1967137722	115.2376587
110	0.1968218928	115.1264592
111	0.1969319728	115.0076411
112	0.1970232449	114.8982563
113	0.1971535007	114.8005733
114	0.1972251062	114.6930851
115	0.1973154649	114.598605
116	0.1973808497	114.5012767
117	0.197449578	114.3987797
118	0.197549111	114.3119381
119	0.1976123706	114.218001
120	0.1977118771	114.1427049
121	0.1977997599	114.062837
122	0.1978510552	113.9874513
123	0.1979251384	113.9174774
124	0.1980025921	113.8479734
125	0.1980767419	113.7786443
126	0.1981633409	113.722118
127	0.1982032992	113.6528529
128	0.1982702751	113.5917708
129	0.1983088287	113.5290788
130	0.1983826268	113.4799059
131	0.1984439428	113.4288186
132	0.1984835379	113.3739526
133	0.1985449746	113.3239463
134	0.1986042835	113.276278
135	0.1986572217	113.2270746
136	0.1987083943	113.1804966
137	0.1987769502	113.1511154
138	0.1988327844	113.1139609
139	0.1988878127	113.0784155
140	0.1989267683	113.0394178
141	0.1989733285	113.0051884
142	0.1989768534	112.9654388
143	0.1990229862	112.9344716
144	0.1990570608	112.897745
145	0.1990993644	112.8689416
146	0.1991207897	112.8354033
147	0.1991433562	112.807887
148	0.1991470412	112.7765078
149	0.1991463737	112.7464826
150	0.1991659141	112.7171953
151	0.1991685032	112.6847915
152	0.1991708	112.6538117
153	0.1991834496	112.6260292
154	0.1992073688	112.5969766
155	0.1992054163	112.5678227
156	0.1992305145	112.5457744
157	0.1992702911	112.5288877
158	0.1992929458	112.5082094
159	0.1992860286	112.4816126
160	0.1992951775	112.4624179
161	0.1993045138	112.4400719
162	0.1992944221	112.4192516
163	0.1993000102	112.3968778
164	0.1993166835	112.3783597
165	0.1993110496	112.3582581
166	0.1993055769	112.3355424
167	0.1993154372	112.3172993
168	0.1993286105	112.2944479
169	0.1993388169	112.2773292
170	0.1993407484	112.2572665
171	0.199350025	112.2411377
172	0.1993435539	112.2243556
173	0.1993472878	112.206999
174	0.1993459424	112.1887017
175	0.1993540025	112.1775715
176	0.1993592343	112.1627258
177	0.1993463825	112.1438841
178	0.1993516328	112.1297784
179	0.1993325035	112.106669
180	0.1993337279	112.0924436
181	0.1993393266	112.0736223
182	0.199338626	112.0575207
183	0.1993381219	112.0441683
184	0.19933895	112.0316795
185	0.1993161684	112.0100123
186	0.1993287815	112.0004462
187	0.1993146477	111.987908
188	0.1993111696	111.9741634
189	0.1993144582	111.961015
190	0.1993101207	111.9479124
191	0.1992926834	111.9326829
192	0.1992860077	111.9178791
193	0.1992843162	111.9016387
194	0.1992738521	111.8905406
195	0.1992661373	111.876792
196	0.1992537497	111.8609012
197	0.1992484444	111.849173
198	0.1992395298	111.8381751
199	0.1992306481	111.827565
200	0.1992103999	111.813988
201	0.1991925799	111.8003423
202	0.1991787999	111.7862985
203	0.1991728561	111.771631
204	0.1991588412	111.7620545
205	0.1991453498	111.7530089
206	0.1991321285	111.7436164
207	0.1991240252	111.7345818
208	0.1991074588	111.7214052
209	0.1990944895	111.7094701
210	0.1990970168	111.7048959
211	0.1990938641	111.6988034
212	0.1990666486	111.689059
213	0.1990703626	111.6762531
214	0.1990809717	111.6710665
215	0.1990640262	111.6604591
216	0.1990517538	111.6511689
217	0.1990460369	111.6448652
218	0.1990339547	111.6360442
219	0.1990199187	111.62833
220	0.1990224662	111.6165724
221	0.1990035391	111.6085282
222	0.1989755923	111.6000555
223	0.1989640764	111.5927042
224	0.198937538	111.5795175
225	0.1989383955	111.5762499
226	0.1989245039	111.5671948
227	0.1989258434	111.5562613
228	0.1988993005	111.5488
229	0.1988880116	111.5416973
230	0.1988626633	111.532104
231	0.1988493818	111.5229187
232	0.1988372681	111.514593
233	0.1988297006	111.5080918
234	0.1988042691	111.4989348
235	0.1988046285	111.4886797
236	0.1987868319	111.4827414
237	0.1987792866	111.4789266
238	0.1987615583	111.4688425
239	0.1987366975	111.4629843
240	0.1987125864	111.4574627
241	0.198708615	111.4510844
242	0.1986962576	111.4437671
243	0.1986783374	111.4343435
244	0.1986673599	111.4264566
245	0.1986535141	111.4214443
246	0.1986426376	111.413983
247	0.1986425027	111.4047318
248	0.1986423447	111.3958848
249	0.1986267665	111.3897537
250	0.1986129389	111.3808094
251	0.1986078734	111.3752141
252	0.1985972366	111.3683881
253	0.1985830811	111.3623261
254	0.1985734362	111.3559613
255	0.1985683617	111.3530575
256	0.1985684206	111.3447384
257	0.1985698487	111.3367788
258	0.1985638272	111.3335814
259	0.1985514072	111.327693
260	0.1985356373	111.3188396
261	0.1985224866	111.3132283
262	0.1985176448	111.3077115
263	0.1985154012	111.3030111
264	0.1985100815	111.2997551
265	0.1984972401	111.2955154
266	0.1984775954	111.2884247
267	0.1984638493	111.2837187
268	0.1984490108	111.2783978
269	0.198430227	111.2717671
270	0.1984167767	111.2644788
271	0.1984090817	111.2595268
272	0.1984107738	111.2559938
273	0.1984057078	111.2507382
274	0.198405737	111.2432363
275	0.1984039682	111.2414471
276	0.1984038042	111.2342604
277	0.1983931042	111.2300862
278	0.1983929217	111.2232053
279	0.198392725	111.2166213
280	0.1983821138	111.2129862
281	0.198371842	111.2095343
282	0.1983659785	111.2053149
283	0.1983669683	111.2022357
284	0.1983613681	111.1982482
285	0.1983524024	111.1950605
286	0.1983440476	111.1902308
287	0.1983434556	111.1839886
288	0.1983284078	111.1794569
289	0.1983183895	111.1742129
290	0.1983044253	111.167885
291	0.1982888443	111.1639214
292	0.1982886499	111.1580011
293	0.1982857468	111.1562308
294	0.1982682829	111.150567
295	0.1982634871	111.1459291
296	0.1982483721	111.1418017
297	0.1982394736	111.1398118
298	0.1982348774	111.135413
299	0.1982207122	111.1314334
300	0.1982068708	111.1275753
301	0.1981985561	111.1210563
302	0.1981903267	111.1181944
303	0.1981902231	111.1126282
304	0.1981810826	111.1079271
305	0.1981728828	111.1018559
306	0.1981649011	111.0992606
307	0.1981562019	111.0948109
308	0.1981514044	111.0913482
309	0.1981438766	111.0874721
310	0.1981337771	111.0852205
311	0.1981276998	111.0798961
312	0.1981240785	111.0781289
313	0.1981166724	111.0752106
314	0.1981037769	111.0716015
315	0.1980977157	111.0704325
316	0.1980912981	111.0663364
317	0.1980767591	111.0626627
318	0.1980725229	111.0588036
319	0.1980635783	111.0570226
320	0.1980572937	111.0547951
321	0.1980510996	111.0509263
322	0.1980449331	111.0488163
323	0.1980392977	111.0478354
324	0.1980338059	111.0469076
325	0.198031711	111.0459437
326	0.1980314894	111.0434655
327	0.1980170048	111.0402142
328	0.1980112141	111.035354
329	0.1980118501	111.0302285
330	0.1979975408	111.026039
331	0.1979935289	111.0232568
332	0.1979876069	111.0196732
333	0.1979735849	111.0165995
334	0.1979664314	111.0132501
335	0.1979609302	111.0098834
336	0.1979468659	111.0066622
337	0.1979414031	111.0048803
338	0.1979333585	111.0033585
339	0.1979264817	111.000184
340	0.1979277564	110.9953441
341	0.1979225757	110.9921799
342	0.1979176541	110.9891821
343	0.1979131564	110.9863419
344	0.1979087988	110.9836509
345	0.1979007025	110.9816552
346	0.1978865612	110.9783298
347	0.1978730472	110.9753295
348	0.1978663028	110.9739472
349	0.1978646454	110.9701974
350	0.1978646126	110.9679496
351	0.1978600104	110.9649693
352	0.1978591762	110.9643826
353	0.1978537189	110.9620961
354	0.1978471126	110.9607912
355	0.197843288	110.9582951
356	0.1978354304	110.9567529
357	0.1978317514	110.9543982
358	0.1978342159	110.949877
359	0.1978300669	110.9465588
360	0.1978256446	110.9438131
361	0.1978279992	110.9394693
362	0.1978302777	110.935303
363	0.1978201049	110.9336217
364	0.1978165697	110.9313857
365	0.1978045367	110.9287941
366	0.1978042203	110.9267522
367	0.1977989871	110.9247546
368	0.1977976023	110.9213254
369	0.1977945251	110.9200135
370	0.1977943283	110.9180853
371	0.1977913686	110.9168343
372	0.1977783841	110.9134013
373	0.1977710397	110.9120182
374	0.197766923	110.9107805
375	0.1977654446	110.9100534
376	0.1977582001	110.9087379
377	0.1977513228	110.9060384
378	0.1977386802	110.9034011
379	0.1977414763	110.8994948
380	0.197737637	110.8987178
381	0.1977376334	110.8969576
382	0.19772703	110.8945205
383	0.1977299363	110.8908046
384	0.1977300026	110.8891523
385	0.1977263088	110.8880025
386	0.1977249178	110.8847699
387	0.1977235673	110.8817009
388	0.1977122142	110.8793587
389	0.1977068184	110.8784347
390	0.1977034251	110.8749336
391	0.1976897829	110.8719962
392	0.197692905	110.8684802
393	0.1976896241	110.8651547
394	0.1976897611	110.8635825
395	0.1976899387	110.8620844
396	0.197686331	110.8591879
397	0.1976815055	110.8572841
398	0.1976714894	110.8550356
399	0.1976576258	110.8519834
400	0.1976579735	110.8505508
401	0.1976539935	110.848182
402	0.1976530658	110.846443
403	0.1976561798	110.8431112
404	0.197651182	110.8423334
405	0.1976500757	110.8394228
406	0.1976489669	110.8388235
407	0.1976392771	110.836697
408	0.1976257465	110.8337862
409	0.1976149871	110.8316865
410	0.1976122301	110.8311304
411	0.1976092867	110.828152
412	0.1976024807	110.8267203
413	0.1975996653	110.8238894
414	0.1975985988	110.8211317
415	0.197596035	110.8191567
416	0.1975953324	110.8181719
417	0.1975928452	110.8163016
418	0.1975932662	110.8149904
419	0.1975899918	110.8123189
420	0.1975861676	110.8102226
421	0.1975751905	110.8077311
422	0.1975756383	110.8064696
423	0.1975746218	110.8038805
424	0.197572243	110.8021071
425	0.1975695256	110.7995419
426	0.1975568484	110.7969956
427	0.1975545835	110.7968289
428	0.1975580497	110.7936785
429	0.1975572339	110.7923123
430	0.1975507362	110.7911516
431	0.1975483305	110.7903969
432	0.1975460605	110.7902474
433	0.1975359334	110.7883599
434	0.1975322221	110.7864234
435	0.1975279723	110.7858607
436	0.1975238543	110.7853304
437	0.1975230559	110.7848122
438	0.1975265827	110.7817956
439	0.1975256754	110.7793597
440	0.1975235346	110.7776999
441	0.1975214587	110.7761242
442	0.1975194456	110.7746284
443	0.1975132222	110.7727895
444	0.1975167021	110.7698946
445	0.1975127569	110.7694001
446	0.1975113413	110.7687575
447	0.1975116376	110.7676148
448	0.1975081372	110.7657998
449	0.1974984925	110.7640168
450	0.197497772	110.7617487
451	0.1974922848	110.7605107
452	0.1974904637	110.7591048
453	0.1974870751	110.7571054
454	0.1974852544	110.7557708
455	0.1974815123	110.7553162
456	0.1974793206	110.7546989
457	0.1974785644	110.7526078
458	0.1974821074	110.7498478
459	0.1974813794	110.7478707
460	0.1974780536	110.746138
461	0.1974696049	110.7442646
462	0.1974731011	110.7416214
463	0.1974764965	110.7390859
464	0.1974733276	110.7367084
465	0.1974766172	110.7342725
466	0.1974739409	110.7321195
467	0.1974680683	110.7311254
468	0.1974623295	110.7301834
469	0.1974606576	110.7289199
470	0.1974521793	110.7271
471	0.1974506215	110.7258991
472	0.1974500242	110.7240745
473	0.1974469478	110.721837
474	0.1974501629	110.7194967
475	0.1974446668	110.7186049
476	0.1974403143	110.71758
477	0.197443366	110.7153348
478	0.1974342251	110.713696
479	0.1974327971	110.7125544
480	0.1974295901	110.7122015
481	0.1974264826	110.711869
482	0.1974213278	110.7110636
483	0.1974199854	110.7099827
484	0.1974191319	110.7095335
485	0.19742226	110.707372
486	0.1974192319	110.7070548
487	0.1974175418	110.7067169
488	0.1974162793	110.7056894
489	0.1974193734	110.7036119
490	0.1974223768	110.701618
491	0.1974219504	110.6999265
492	0.1974207392	110.6989486
493	0.1974195634	110.6980193
494	0.1974183373	110.6975407
495	0.1974174879	110.6971273
496	0.1974146373	110.6968355
497	0.1974176077	110.6949161
498	0.1974146467	110.6928092
499	0.1974095673	110.6920673
500	0.1974085225	110.6911857
501	0.1974085183	110.6902423
502	0.1974053741	110.6894482
503	0.1974009896	110.688772
504	0.1973993488	110.6882707
505	0.1973905687	110.6866749
506	0.1973895928	110.6858365
507	0.1973877332	110.685753
508	0.1973849777	110.6837557
509	0.197382725	110.6835192
510	0.1973800498	110.6816324
511	0.197379108	110.680832
512	0.197376652	110.6806033
513	0.1973798821	110.6787539
514	0.197378976	110.6779897
515	0.1973776042	110.6775545
516	0.197365059	110.6752542
517	0.1973683338	110.6734706
518	0.1973661269	110.6728651
519	0.1973655378	110.6724891
520	0.1973632831	110.672292
521	0.1973635634	110.6714521
522	0.1973638743	110.670651
523	0.1973630298	110.6699199
524	0.1973662551	110.6682201
525	0.1973693879	110.6665893
526	0.1973724308	110.6650245
527	0.1973668715	110.6636232
528	0.1973647121	110.66182
529	0.1973616943	110.6601173
530	0.1973594364	110.6599384
531	0.1973544538	110.6592087
532	0.1973573791	110.657703
533	0.1973574755	110.6569608
534	0.1973553612	110.6564625
535	0.1973545128	110.6557502
536	0.197352073	110.6539974
537	0.1973497095	110.6523335
538	0.1973477495	110.652149
539	0.1973397323	110.650637
540	0.1973315306	110.6486761
541	0.1973306159	110.6479864
542	0.1973299305	110.647306
543	0.1973302116	110.6466094
544	0.19733322	110.6451677
545	0.1973325442	110.6445167
546	0.1973321925	110.6440206
547	0.1973299349	110.6424473
548	0.1973328472	110.6410589
549	0.1973321818	110.6404355
550	0.1973302963	110.6388635
551	0.1973330823	110.6375282
552	0.197331809	110.6372962
553	0.197331604	110.6357865
554	0.197329365	110.6342923
555	0.1973274985	110.6338779
556	0.1973226436	110.6331443
557	0.1973252802	110.6318634
558	0.1973234137	110.6317438
559	0.1973144367	110.6301656
560	0.1973170635	110.6289354
561	0.1973125134	110.6282518
562	0.1973107806	110.6281454
563	0.1973101205	110.627549
564	0.197305688	110.626902
565	0.1973036389	110.6255036
566	0.197306171	110.6243204
567	0.1973056179	110.6240039
568	0.1973049513	110.6234337
569	0.1973043977	110.623132
570	0.1973068799	110.6219872
571	0.1973092905	110.6208885
572	0.1973116313	110.6198341
573	0.1973070944	110.6192254
574	0.1973068025	110.6178026
575	0.1973023777	110.6172237
576	0.1972980464	110.6166743
577	0.1972977052	110.6153202
578	0.1972998735	110.6143136
579	0.1972967474	110.6129426
580	0.1972976627	110.6123652
581	0.1972976908	110.6110976
582	0.1972996461	110.6101411
583	0.1973015449	110.6092231
584	0.1973015786	110.6080256
585	0.1972985806	110.6063961
586	0.1972982341	110.6060741
587	0.1972940046	110.6055462
588	0.1972957822	110.6046638
589	0.197297508	110.6038169
590	0.1972965629	110.6032683
591	0.1972935664	110.6016994
592	0.1972917156	110.6003638
593	0.1972934104	110.5995447
594	0.1972915774	110.5981391
595	0.1972919717	110.5978579
596	0.1972935795	110.5970709
597	0.1972943311	110.5965629
598	0.1972934131	110.5960336
599	0.197294171	110.5955485
600	0.1972958112	110.5948008
601	0.1972906981	110.5942811
602	0.1972888959	110.593014
603	0.1972832285	110.5920413
604	0.1972745313	110.5906417
605	0.197266018	110.5892765
606	0.1972653509	110.5887675
607	0.1972651588	110.5884836
608	0.1972639163	110.5883879
609	0.1972558321	110.5870714
610	0.1972521959	110.586146
611	0.1972507632	110.5848058
612	0.1972500178	110.5847742
613	0.1972502552	110.5846221
614	0.1972496623	110.584138
615	0.1972391793	110.582443
616	0.1972412187	110.5817175
617	0.1972418609	110.5814908
618	0.197240443	110.5802095
619	0.197239044	110.5790261
620	0.1972379489	110.5789382
621	0.1972306969	110.5776545
622	0.1972309738	110.5774149
623	0.1972329738	110.5767166
624	0.1972298222	110.5762591
625	0.1972288037	110.5751426
626	0.1972307789	110.5744711
627	0.1972303143	110.5740073
628	0.1972304848	110.5739529
629	0.1972283663	110.5727519
630	0.1972277825	110.5723112
631	0.1972278627	110.572051
632	0.1972272729	110.571632
633	0.1972283075	110.5712207
634	0.197227734	110.5708214
635	0.1972270097	110.5707942
636	0.1972274627	110.5697016
637	0.1972277916	110.5694913
638	0.1972259985	110.5690266
639	0.1972263368	110.5688984
640	0.1972258606	110.5685244
641	0.197225397	110.5681686
642	0.1972228811	110.5670206
643	0.1972234804	110.5659856
644	0.19722249	110.565543
645	0.1972220644	110.5652088
646	0.1972223987	110.5650188
647	0.1972233443	110.5640372
648	0.1972216886	110.5639941
649	0.1972194444	110.5635806
650	0.1972195583	110.5633832
651	0.1972214947	110.5627368
652	0.1972206228	110.5626709
653	0.1972202089	110.5623582
654	0.1972221167	110.5617369
655	0.1972220443	110.5616202
656	0.1972216502	110.5613213
657	0.1972225708	110.5604019
658	0.1972234677	110.5595281
659	0.1972227331	110.559155
660	0.1972227763	110.558971
661	0.1972199113	110.5574222
662	0.1972207659	110.5565955
663	0.1972191933	110.5565568
664	0.1972210392	110.5559633
665	0.1972156505	110.5551915
666	0.1972175144	110.554622
667	0.1972159069	110.5542599
668	0.1972160952	110.5531632
669	0.1972164396	110.5529849
670	0.1972136647	110.5514998
671	0.1972133136	110.5512175
672	0.1972129713	110.5509489
673	0.1972126377	110.5506933
674	0.1972127738	110.5496468
675	0.1972113542	110.5496142
676	0.1972104913	110.5492424
677	0.1972100628	110.5486482
678	0.197207743	110.547593
679	0.1972074031	110.5473494
680	0.197206009	110.5473202
681	0.1972077593	110.546764
682	0.1972094592	110.5462301
683	0.1972096186	110.5452409
684	0.1972097792	110.5443014
685	0.1972053066	110.5435327
686	0.1972062027	110.5427412
687	0.197207076	110.5419889
688	0.1972068483	110.5417576
689	0.1972060954	110.5417307
690	0.1972078359	110.5412199
691	0.1972078579	110.5411158
692	0.1972081059	110.5409499
693	0.1972066587	110.5406205
694	0.1972058457	110.5402756
695	0.1972060984	110.5401189
696	0.1972058361	110.5399018
697	0.1972046399	110.5398788
698	0.1972043901	110.5396722
699	0.197206061	110.5391791
700	0.1971990223	110.5379679
701	0.1971993341	110.5370594
702	0.1971982522	110.5370383
703	0.1971985864	110.536176
704	0.1971906188	110.5349619
705	0.1971923698	110.5344866
706	0.1971922421	110.5342861
707	0.1971939425	110.5338288
708	0.1971943506	110.5336845
709	0.1971944681	110.5335828
710	0.1971925465	110.5326096
711	0.1971921063	110.5324807
712	0.1971894489	110.5310456
713	0.1971892583	110.5308533
714	0.1971901284	110.5301466
715	0.1971917099	110.5297059
716	0.1971912344	110.5295836
717	0.1971920609	110.5289138
718	0.1971928008	110.5285963
719	0.1971943391	110.5281777
720	0.1971958327	110.5277759
721	0.1971962071	110.5276425
722	0.1971976601	110.5272565
723	0.1971956694	110.5269311
724	0.1971911992	110.5261812
725	0.1971915921	110.526054
726	0.1971914249	110.5258737
727	0.197192263	110.5252446
728	0.1971921062	110.5250748
729	0.1971914608	110.5250539
730	0.1971916893	110.5248172
731	0.1971915089	110.5246558
732	0.1971929959	110.5242822
733	0.1971923431	110.5242632
734	0.1971916186	110.5242298
735	0.197184753	110.5227662
736	0.1971855537	110.5224797
737	0.1971854047	110.5223246
738	0.1971847146	110.522028
739	0.1971862204	110.5216717
740	0.1971876829	110.5213297
741	0.1971884766	110.520741
742	0.1971888018	110.5206271
743	0.1971810205	110.5194519
744	0.1971809115	110.5193058
745	0.1971802731	110.5190245
746	0.197180157	110.5188857
747	0.1971806367	110.5180354
748	0.1971805334	110.5179027
749	0.1971813316	110.5176329
750	0.1971740952	110.516505
751	0.1971746138	110.5156972
752	0.1971761659	110.5153691
753	0.1971765562	110.5152363
754	0.1971774139	110.5146724
755	0.1971756951	110.5137517
756	0.1971743612	110.5131781
757	0.1971747942	110.5130723
758	0.1971751571	110.5129444
759	0.1971765803	110.5126302
760	0.197177364	110.5120936
761	0.1971777748	110.5119924
762	0.197177665	110.511871
763	0.1971773459	110.5117805
764	0.1971781346	110.5115359
765	0.1971780112	110.51142
766	0.1971793921	110.5111202
767	0.1971797697	110.5110264
768	0.1971801402	110.5109371
769	0.1971798413	110.5108554
770	0.1971811682	110.510567
771	0.197181534	110.5104824
772	0.197181379	110.510374
773	0.1971787379	110.5089736
774	0.1971791976	110.5087484
775	0.1971778276	110.5082137
776	0.1971768202	110.5080007
777	0.1971766181	110.5078956
778	0.1971759195	110.5076622
779	0.1971714366	110.5069199
780	0.1971708934	110.5069051
781	0.1971707338	110.5068053
782	0.1971720175	110.5065232
783	0.1971718592	110.5064276
784	0.1971712135	110.5062043
785	0.1971724495	110.5059331
786	0.197172287	110.5058418
787	0.1971717102	110.5058281
788	0.1971715466	110.5057413
789	0.1971715461	110.5056808
790	0.1971722097	110.5054602
791	0.1971734545	110.5052012
792	0.19716684	110.5041035
793	0.1971661353	110.5040947
794	0.1971682649	110.5033088
795	0.1971687808	110.5025296
796	0.1971686669	110.5024459
797	0.1971691683	110.5017054
798	0.1971698663	110.5015008
799	0.1971711361	110.5012527
800	0.197171663	110.5010359
801	0.1971723774	110.500543
802	0.1971730584	110.5003508
803	0.1971737557	110.4998824
804	0.1971744355	110.4994371
805	0.1971756698	110.4992023
806	0.1971763295	110.4987799
807	0.1971756327	110.4987715
808	0.1971750385	110.4985574
809	0.1971757181	110.4983759
810	0.1971763564	110.4979737
811	0.1971762204	110.4977538
812	0.1971773903	110.4975322
813	0.197177946	110.4973214
814	0.1971781537	110.497227
815	0.1971780152	110.4971509
816	0.1971791454	110.4969361
817	0.1971790087	110.4968633
818	0.1971788751	110.496794
819	0.197179054	110.496706
820	0.1971785735	110.4965244
821	0.1971784245	110.4964592
822	0.1971783968	110.4964215
823	0.1971789951	110.4962581
824	0.1971773297	110.4954114
825	0.1971768072	110.4953941
826	0.1971760474	110.495386
827	0.1971765203	110.4946639
828	0.1971769849	110.4939779
829	0.1971775586	110.4935916
830	0.1971774331	110.4935296
831	0.1971769516	110.4931133
832	0.1971788232	110.492457
833	0.1971794024	110.4923042
834	0.1971804958	110.4920997
835	0.197179581	110.491935
836	0.1971779803	110.4911491
837	0.1971773132	110.4909684
838	0.1971767801	110.4905906
839	0.1971765971	110.490531
840	0.197176907	110.4904596
841	0.1971779053	110.4902629
842	0.1971774213	110.4901023
843	0.1971747151	110.4887758
844	0.1971742081	110.4886228
845	0.1971746645	110.4884779
846	0.1971751607	110.4882771
847	0.1971745837	110.4882609
848	0.1971749778	110.4876127
849	0.1971743648	110.48746
850	0.1971727715	110.4867247
851	0.1971744586	110.4861165
852	0.1971742159	110.4860587
853	0.1971737138	110.4860489
854	0.1971741494	110.485914
855	0.1971736892	110.4859053
856	0.1971741419	110.4857768
857	0.1971737211	110.485769
858	0.197173995	110.4857022
859	0.1971745662	110.4855134
860	0.1971743204	110.4854591
861	0.197173645	110.4853081
862	0.1971741005	110.4851863
863	0.1971743731	110.4851241
864	0.1971744056	110.4850531
865	0.1971739388	110.4849214
866	0.1971739646	110.484854
867	0.1971734996	110.4848407
868	0.1971739257	110.4842343
869	0.19717452	110.4840553
870	0.1971750958	110.4838833
871	0.1971761161	110.4836912
872	0.1971734041	110.4824105
873	0.1971729744	110.4824039
874	0.1971739718	110.4822184
875	0.1971737118	110.4821665
876	0.1971721766	110.4814665
877	0.1971731247	110.4812885
878	0.1971722989	110.481171
879	0.1971721033	110.4811495
880	0.1971718365	110.4810999
881	0.1971722542	110.4807443
882	0.1971715705	110.48074
883	0.1971710761	110.4806189
884	0.197169844	110.4805016
885	0.1971695939	110.4804551
886	0.1971698528	110.480398
887	0.1971692321	110.4802779
888	0.197164628	110.4795149
889	0.1971644408	110.4794712
890	0.1971654407	110.4793002
891	0.1971664125	110.4791363
892	0.1971662326	110.4790941
893	0.1971660573	110.4790541
894	0.1971670106	110.4788962
895	0.1971672705	110.4788432
896	0.1971688931	110.4782879
897	0.1971687802	110.478269
898	0.1971696961	110.4781176
899	0.1971691436	110.4780028
900	0.1971707006	110.4774754
901	0.1971712699	110.477302
902	0.1971718215	110.4771354
903	0.1971723557	110.4769753
904	0.1971717924	110.4768678
905	0.1971723025	110.4767139
906	0.197171842	110.4767078
907	0.1971722737	110.4761431
908	0.1971725391	110.4760929
909	0.197172978	110.4755556
910	0.1971738623	110.4754051
911	0.1971732993	110.4753009
912	0.1971730909	110.4752631
913	0.1971704554	110.4740213
914	0.1971703994	110.4739616
915	0.1971701897	110.473925
916	0.1971696378	110.4738265
917	0.1971710971	110.4733377
918	0.1971715752	110.4731911
919	0.1971711022	110.473185
920	0.1971713377	110.4731367
921	0.1971718264	110.4729963
922	0.1971716606	110.4729809
923	0.1971711484	110.4729699
924	0.1971715594	110.4724643
925	0.1971724447	110.4723161
926	0.1971654132	110.4712643
927	0.1971659086	110.4709367
928	0.1971657728	110.4709027
929	0.1971609162	110.4701453
930	0.1971614268	110.4696616
931	0.1971629466	110.4692109
932	0.1971629992	110.4691589
933	0.19716346	110.4690694
934	0.1971633696	110.4690372
935	0.197163988	110.468903
936	0.1971645023	110.4685927
937	0.1971646742	110.4685872
938	0.1971650468	110.4685409
939	0.1971644922	110.4684601
940	0.1971643826	110.4684304
941	0.1971653563	110.4682883
942	0.1971652486	110.4682599
943	0.1971651435	110.4682329
