ID_DAY,ID_HOLIDAY_TYP,DS_HOLIDAY_TYP
2012-02-21,57,Vacances scolaires zone C
2017-08-12,51,Vacances scolaires
2016-12-25,53,Vacances scolaires
2015-07-14,51,Vacances scolaires
2013-03-07,55,Vacances scolaires zone A
2013-04-27,58,Vacances scolaires zone A
2017-02-22,56,Vacances scolaires zone B
2014-08-14,51,Vacances scolaires
2010-02-27,55,Vacances scolaires zone A
2013-12-30,53,Vacances scolaires
2013-12-06,23,F�te constitution Espagne
2018-08-17,51,Vacances scolaires
2009-02-19,55,Vacances scolaires zone A
2015-02-18,55,Vacances scolaires zone A
2015-03-05,56,Vacances scolaires zone B
2013-11-03,52,Vacances scolaires
2014-07-07,51,Vacances scolaires
2013-05-01,58,Vacances scolaires zone A
2015-08-13,51,Vacances scolaires
2014-05-03,59,Vacances scolaires zone B
2014-08-31,51,Vacances scolaires
2013-01-03,53,Vacances scolaires
2018-10-26,52,Vacances scolaires
2018-04-29,59,Vacances scolaires zone B
2014-07-26,51,Vacances scolaires
2017-01-06,25,Epiphanie Espagne
2013-02-24,56,Vacances scolaires zone B
2012-04-25,60,Vacances scolaires zone C
2019-03-09,57,Vacances scolaires zone C
2016-02-06,56,Vacances scolaires zone B
2013-03-15,57,Vacances scolaires zone C
2014-07-11,51,Vacances scolaires
2012-03-04,57,Vacances scolaires zone C
2015-07-29,51,Vacances scolaires
2011-04-23,58,Vacances scolaires zone A
2011-02-23,57,Vacances scolaires zone C
2013-04-17,59,Vacances scolaires zone B
2009-11-11,12,Armistice 1918
2015-04-19,60,Vacances scolaires zone C
2016-02-27,55,Vacances scolaires zone A
2009-08-28,51,Vacances scolaires
2015-08-15,10,Assomption
2016-12-29,53,Vacances scolaires
2018-08-25,51,Vacances scolaires
2010-07-08,51,Vacances scolaires
2016-02-21,55,Vacances scolaires zone A
2018-04-19,58,Vacances scolaires zone A
2014-04-23,60,Vacances scolaires zone C
2013-08-17,51,Vacances scolaires
2016-12-19,53,Vacances scolaires
2018-07-20,51,Vacances scolaires
2014-05-09,58,Vacances scolaires zone A
2013-02-18,56,Vacances scolaires zone B
2015-03-07,56,Vacances scolaires zone B
2018-12-22,53,Vacances scolaires
2009-02-18,57,Vacances scolaires zone C
2010-11-03,52,Vacances scolaires
2017-04-16,58,Vacances scolaires zone A
2015-10-27,52,Vacances scolaires
2015-02-27,56,Vacances scolaires zone B
2016-04-15,59,Vacances scolaires zone B
2012-11-08,52,Vacances scolaires
2017-02-17,56,Vacances scolaires zone B
2017-02-18,56,Vacances scolaires zone B
2009-07-04,51,Vacances scolaires
2012-09-01,51,Vacances scolaires
2011-08-01,19,F�te nationale Suisse
2013-08-23,51,Vacances scolaires
2014-04-30,59,Vacances scolaires zone B
2011-08-16,51,Vacances scolaires
2014-07-19,51,Vacances scolaires
2009-08-15,51,Vacances scolaires
2014-08-10,51,Vacances scolaires
2015-11-04,20,Anniv vic1erG Italie
2016-02-17,55,Vacances scolaires zone A
2013-08-25,51,Vacances scolaires
2019-07-30,51,Vacances scolaires
2009-07-26,51,Vacances scolaires
2011-08-31,51,Vacances scolaires
2017-01-02,53,Vacances scolaires
2013-08-21,51,Vacances scolaires
2019-07-24,51,Vacances scolaires
2011-07-19,51,Vacances scolaires
2011-02-20,57,Vacances scolaires zone C
2012-10-03,14,Jour unit� nationale Allemagne
2013-02-28,55,Vacances scolaires zone A
2017-04-15,60,Vacances scolaires zone C
2009-02-22,55,Vacances scolaires zone A
2012-03-01,57,Vacances scolaires zone C
2019-04-27,60,Vacances scolaires zone C
2014-12-31,53,Vacances scolaires
2019-07-12,51,Vacances scolaires
2010-02-09,56,Vacances scolaires zone B
2009-08-18,51,Vacances scolaires
2009-08-22,51,Vacances scolaires
2011-04-29,59,Vacances scolaires zone B
2018-04-17,60,Vacances scolaires zone C
2011-05-03,58,Vacances scolaires zone A
2016-08-04,51,Vacances scolaires
2019-02-24,56,Vacances scolaires zone B
2012-02-18,57,Vacances scolaires zone C
2016-10-26,52,Vacances scolaires
2012-07-15,51,Vacances scolaires
2016-04-17,60,Vacances scolaires zone C
2015-08-16,51,Vacances scolaires
2009-02-21,55,Vacances scolaires zone A
2015-05-05,59,Vacances scolaires zone B
2016-04-03,59,Vacances scolaires zone B
2017-11-11,12,Armistice 1918
2009-08-10,51,Vacances scolaires
2016-08-11,51,Vacances scolaires
2017-03-02,55,Vacances scolaires zone A
2015-05-02,60,Vacances scolaires zone C
2010-04-15,59,Vacances scolaires zone B
2014-04-26,60,Vacances scolaires zone C
2019-08-12,51,Vacances scolaires
2017-02-20,56,Vacances scolaires zone B
2015-10-21,52,Vacances scolaires
2016-03-25,15,vendredi saint
2013-12-27,53,Vacances scolaires
2017-08-13,51,Vacances scolaires
2018-04-13,58,Vacances scolaires zone A
2009-08-27,51,Vacances scolaires
2019-05-26,8,F�te des m�res
2011-10-28,52,Vacances scolaires
2014-07-14,9,F�te nationale
2015-08-05,51,Vacances scolaires
2013-10-21,52,Vacances scolaires
2018-08-20,51,Vacances scolaires
2010-04-21,60,Vacances scolaires zone C
2017-05-08,5,Victoire 1945
2011-12-23,53,Vacances scolaires
2010-03-02,57,Vacances scolaires zone C
2017-04-08,60,Vacances scolaires zone C
2012-05-04,59,Vacances scolaires zone B
2011-07-17,51,Vacances scolaires
2014-08-26,51,Vacances scolaires
2018-01-02,53,Vacances scolaires
2015-10-19,52,Vacances scolaires
2018-08-24,51,Vacances scolaires
2018-07-22,51,Vacances scolaires
2011-12-22,53,Vacances scolaires
2013-08-18,51,Vacances scolaires
2012-08-08,51,Vacances scolaires
2016-04-23,60,Vacances scolaires zone C
2013-10-24,52,Vacances scolaires
2015-08-11,51,Vacances scolaires
2018-07-31,51,Vacances scolaires
2018-07-21,51,Vacances scolaires
2013-08-15,51,Vacances scolaires
2011-04-22,15,vendredi saint
2013-11-01,52,Vacances scolaires
2010-02-12,56,Vacances scolaires zone B
2016-04-09,59,Vacances scolaires zone B
2016-07-13,51,Vacances scolaires
2009-04-16,60,Vacances scolaires zone C
2011-02-28,55,Vacances scolaires zone A
2009-10-27,52,Vacances scolaires
2012-07-31,51,Vacances scolaires
2018-02-23,55,Vacances scolaires zone A
2011-02-14,57,Vacances scolaires zone C
2009-02-12,55,Vacances scolaires zone A
2019-04-24,60,Vacances scolaires zone C
2012-04-21,60,Vacances scolaires zone C
2017-12-25,53,Vacances scolaires
2012-02-16,55,Vacances scolaires zone A
2009-04-07,58,Vacances scolaires zone A
2013-07-31,51,Vacances scolaires
2018-10-20,52,Vacances scolaires
2012-06-23,18,F�te nationale Luxembourg
2013-04-21,58,Vacances scolaires zone A
2011-08-22,51,Vacances scolaires
2009-04-20,59,Vacances scolaires zone B
2011-06-02,3,Ascension
2014-10-29,52,Vacances scolaires
2019-02-23,57,Vacances scolaires zone C
2011-10-26,52,Vacances scolaires
2010-05-02,60,Vacances scolaires zone C
2019-08-07,51,Vacances scolaires
2016-08-21,51,Vacances scolaires
2018-08-08,51,Vacances scolaires
2018-04-20,58,Vacances scolaires zone A
2016-04-10,58,Vacances scolaires zone A
2018-08-06,51,Vacances scolaires
2015-02-16,24,Rosenmontag
2012-07-24,51,Vacances scolaires
2015-10-17,52,Vacances scolaires
2018-07-12,51,Vacances scolaires
2009-01-01,1,Nouvel An
2016-10-21,52,Vacances scolaires
2018-04-14,60,Vacances scolaires zone C
2018-08-23,51,Vacances scolaires
2012-08-12,51,Vacances scolaires
2017-04-30,58,Vacances scolaires zone A
2018-11-03,52,Vacances scolaires
2012-08-19,51,Vacances scolaires
2018-08-02,51,Vacances scolaires
2010-08-22,51,Vacances scolaires
2012-08-29,51,Vacances scolaires
2013-04-18,59,Vacances scolaires zone B
2009-11-04,52,Vacances scolaires
2011-04-11,60,Vacances scolaires zone C
2019-02-18,55,Vacances scolaires zone A
2012-07-20,51,Vacances scolaires
2011-03-04,56,Vacances scolaires zone B
2019-02-13,56,Vacances scolaires zone B
2010-08-29,51,Vacances scolaires
2015-06-21,7,F�te des p�res
2012-08-28,51,Vacances scolaires
2013-05-08,5,Victoire 1945
2009-07-06,51,Vacances scolaires
2015-02-19,55,Vacances scolaires zone A
2013-04-15,59,Vacances scolaires zone B
2014-12-25,53,Vacances scolaires
2014-04-29,59,Vacances scolaires zone B
2013-12-26,53,Vacances scolaires
2015-10-25,52,Vacances scolaires
2009-10-30,52,Vacances scolaires
2017-04-21,58,Vacances scolaires zone A
2019-02-27,55,Vacances scolaires zone A
2012-12-30,53,Vacances scolaires
2018-01-04,53,Vacances scolaires
2017-08-18,51,Vacances scolaires
2018-01-01,53,Vacances scolaires
2010-12-25,53,Vacances scolaires
2014-08-27,51,Vacances scolaires
2013-07-19,51,Vacances scolaires
2014-10-20,52,Vacances scolaires
2016-04-22,60,Vacances scolaires zone C
2017-07-17,51,Vacances scolaires
2013-08-31,51,Vacances scolaires
2011-05-08,58,Vacances scolaires zone A
2014-10-27,52,Vacances scolaires
2014-04-20,60,Vacances scolaires zone C
2016-02-18,56,Vacances scolaires zone B
2012-04-23,60,Vacances scolaires zone C
2017-08-20,51,Vacances scolaires
2013-01-05,53,Vacances scolaires
2015-08-27,51,Vacances scolaires
2009-08-07,51,Vacances scolaires
2012-03-06,56,Vacances scolaires zone B
2010-07-13,51,Vacances scolaires
2016-02-11,56,Vacances scolaires zone B
2009-03-01,57,Vacances scolaires zone C
2009-12-08,21,Immac Concep
2010-12-23,53,Vacances scolaires
2010-02-24,57,Vacances scolaires zone C
2009-04-13,26,Lundi de P�ques
2016-04-04,59,Vacances scolaires zone B
2009-02-17,57,Vacances scolaires zone C
2009-05-02,59,Vacances scolaires zone B
2019-05-04,60,Vacances scolaires zone C
2019-02-11,56,Vacances scolaires zone B
2018-07-15,51,Vacances scolaires
2013-04-25,59,Vacances scolaires zone B
2010-04-11,59,Vacances scolaires zone B
2011-02-26,55,Vacances scolaires zone A
2017-02-10,57,Vacances scolaires zone C
2017-05-28,8,F�te des m�res
2011-07-27,51,Vacances scolaires
2013-04-29,60,Vacances scolaires zone C
2014-02-22,57,Vacances scolaires zone C
2011-12-06,23,F�te constitution Espagne
2013-05-03,58,Vacances scolaires zone A
2015-05-25,6,Lundi de Pentec�te
2011-02-22,56,Vacances scolaires zone B
2015-02-08,55,Vacances scolaires zone A
2010-02-26,57,Vacances scolaires zone C
2013-07-21,51,Vacances scolaires
2014-05-05,58,Vacances scolaires zone A
2011-08-26,51,Vacances scolaires
2009-02-24,56,Vacances scolaires zone B
2019-08-08,51,Vacances scolaires
2013-08-09,51,Vacances scolaires
2011-07-25,51,Vacances scolaires
2015-04-27,60,Vacances scolaires zone C
2012-02-11,55,Vacances scolaires zone A
2014-03-05,55,Vacances scolaires zone A
2009-10-24,52,Vacances scolaires
2011-07-09,51,Vacances scolaires
2019-08-16,51,Vacances scolaires
2016-04-16,58,Vacances scolaires zone A
2010-02-18,55,Vacances scolaires zone A
2011-12-26,16,26DEC
2011-08-30,51,Vacances scolaires
2009-10-28,52,Vacances scolaires
2018-03-02,57,Vacances scolaires zone C
2014-04-13,60,Vacances scolaires zone C
2016-04-13,59,Vacances scolaires zone B
2012-08-24,51,Vacances scolaires
2010-10-30,52,Vacances scolaires
2012-07-10,51,Vacances scolaires
2009-07-05,51,Vacances scolaires
2019-07-19,51,Vacances scolaires
2017-10-26,52,Vacances scolaires
2018-02-28,56,Vacances scolaires zone B
2018-04-16,60,Vacances scolaires zone C
2013-03-12,57,Vacances scolaires zone C
2009-12-25,13,No�l
2009-02-16,55,Vacances scolaires zone A
2014-02-17,57,Vacances scolaires zone C
2010-02-21,57,Vacances scolaires zone C
2017-07-21,17,F�te nationale Belgique
2019-09-01,51,Vacances scolaires
2017-11-01,11,Toussaint
2018-04-02,26,Lundi de P�ques
2016-07-29,51,Vacances scolaires
2012-02-25,57,Vacances scolaires zone C
2009-09-01,51,Vacances scolaires
2009-08-13,51,Vacances scolaires
2017-02-12,56,Vacances scolaires zone B
2011-01-02,53,Vacances scolaires
2019-04-21,2,P�ques
2012-11-02,52,Vacances scolaires
2018-10-25,52,Vacances scolaires
2014-04-24,60,Vacances scolaires zone C
2017-08-01,19,F�te nationale Suisse
2011-10-25,52,Vacances scolaires
2011-04-25,26,Lundi de P�ques
2011-07-02,51,Vacances scolaires
2014-10-23,52,Vacances scolaires
2015-04-25,58,Vacances scolaires zone A
2010-08-26,51,Vacances scolaires
2013-08-06,51,Vacances scolaires
2016-02-20,55,Vacances scolaires zone A
2016-04-12,58,Vacances scolaires zone A
2014-04-28,59,Vacances scolaires zone B
2012-04-13,58,Vacances scolaires zone A
2014-02-23,57,Vacances scolaires zone C
2019-02-15,56,Vacances scolaires zone B
2013-07-14,51,Vacances scolaires
2011-03-08,55,Vacances scolaires zone A
2012-02-21,55,Vacances scolaires zone A
2014-04-14,60,Vacances scolaires zone C
2009-07-25,51,Vacances scolaires
2015-07-14,9,F�te nationale
2015-10-31,52,Vacances scolaires
2013-04-27,59,Vacances scolaires zone B
2009-07-23,51,Vacances scolaires
2012-07-07,51,Vacances scolaires
2012-07-28,51,Vacances scolaires
2017-08-25,51,Vacances scolaires
2012-04-17,60,Vacances scolaires zone C
2010-08-05,51,Vacances scolaires
2013-05-11,60,Vacances scolaires zone C
2015-02-18,57,Vacances scolaires zone C
2009-07-16,51,Vacances scolaires
2011-08-07,51,Vacances scolaires
2015-04-22,58,Vacances scolaires zone A
2017-08-17,51,Vacances scolaires
2012-09-02,51,Vacances scolaires
2013-02-16,56,Vacances scolaires zone B
2013-07-06,51,Vacances scolaires
2012-08-11,51,Vacances scolaires
2018-04-29,60,Vacances scolaires zone C
2012-08-07,51,Vacances scolaires
2019-11-04,20,Anniv vic1erG Italie
2016-07-12,51,Vacances scolaires
2015-12-28,53,Vacances scolaires
2011-04-13,60,Vacances scolaires zone C
2016-08-08,51,Vacances scolaires
2014-08-08,51,Vacances scolaires
2019-02-26,55,Vacances scolaires zone A
2015-12-19,53,Vacances scolaires
2011-12-21,53,Vacances scolaires
2011-04-23,60,Vacances scolaires zone C
2011-08-11,51,Vacances scolaires
2011-07-10,51,Vacances scolaires
2014-03-06,55,Vacances scolaires zone A
2015-04-19,58,Vacances scolaires zone A
2015-03-02,56,Vacances scolaires zone B
2014-08-12,51,Vacances scolaires
2016-02-26,57,Vacances scolaires zone C
2009-02-11,55,Vacances scolaires zone A
2016-02-21,57,Vacances scolaires zone C
2018-04-19,60,Vacances scolaires zone C
2014-04-23,59,Vacances scolaires zone B
2015-05-08,59,Vacances scolaires zone B
2009-10-25,52,Vacances scolaires
2015-07-05,51,Vacances scolaires
2012-11-07,52,Vacances scolaires
2012-10-27,52,Vacances scolaires
2011-10-22,52,Vacances scolaires
2009-02-18,55,Vacances scolaires zone A
2014-03-16,55,Vacances scolaires zone A
2017-04-16,2,P�ques
2011-04-30,58,Vacances scolaires zone A
2011-02-13,57,Vacances scolaires zone C
2017-12-28,53,Vacances scolaires
2010-04-26,60,Vacances scolaires zone C
2017-02-17,57,Vacances scolaires zone C
2014-01-01,53,Vacances scolaires
2009-08-29,51,Vacances scolaires
2009-07-03,51,Vacances scolaires
2011-08-01,51,Vacances scolaires
2014-07-22,51,Vacances scolaires
2019-08-03,51,Vacances scolaires
2012-08-06,51,Vacances scolaires
2009-08-15,10,Assomption
2013-03-02,56,Vacances scolaires zone B
2012-04-09,58,Vacances scolaires zone A
2017-09-02,51,Vacances scolaires
2016-10-27,52,Vacances scolaires
2013-07-23,51,Vacances scolaires
2012-05-06,59,Vacances scolaires zone B
2015-07-22,51,Vacances scolaires
2017-02-05,57,Vacances scolaires zone C
2019-08-09,51,Vacances scolaires
2012-02-22,55,Vacances scolaires zone A
2014-02-18,57,Vacances scolaires zone C
2013-02-28,56,Vacances scolaires zone B
2014-03-03,56,Vacances scolaires zone B
2019-08-25,51,Vacances scolaires
2017-08-28,51,Vacances scolaires
2013-07-08,51,Vacances scolaires
2016-12-06,23,F�te constitution Espagne
2019-04-26,58,Vacances scolaires zone A
2010-02-06,56,Vacances scolaires zone B
2013-08-26,51,Vacances scolaires
2011-07-28,51,Vacances scolaires
2011-07-06,51,Vacances scolaires
2018-04-17,58,Vacances scolaires zone A
2014-10-26,52,Vacances scolaires
2016-08-24,51,Vacances scolaires
2019-02-24,57,Vacances scolaires zone C
2012-02-18,55,Vacances scolaires zone A
2013-08-08,51,Vacances scolaires
2016-04-17,58,Vacances scolaires zone A
2013-05-20,6,Lundi de Pentec�te
2009-02-21,56,Vacances scolaires zone B
2014-05-08,58,Vacances scolaires zone A
2009-07-14,51,Vacances scolaires
2018-07-24,51,Vacances scolaires
2019-07-23,51,Vacances scolaires
2015-05-02,59,Vacances scolaires zone B
2010-04-15,58,Vacances scolaires zone A
2014-04-26,58,Vacances scolaires zone A
2017-04-02,60,Vacances scolaires zone C
2017-02-20,55,Vacances scolaires zone A
2015-10-12,22,F�te nationale Espagne
2017-04-27,58,Vacances scolaires zone A
2019-04-07,59,Vacances scolaires zone B
2010-12-22,53,Vacances scolaires
2009-04-15,58,Vacances scolaires zone A
2016-07-28,51,Vacances scolaires
2013-12-31,53,Vacances scolaires
2015-08-06,51,Vacances scolaires
2014-07-14,51,Vacances scolaires
2019-07-10,51,Vacances scolaires
2017-08-06,51,Vacances scolaires
2018-05-02,59,Vacances scolaires zone B
2016-11-04,20,Anniv vic1erG Italie
2015-12-30,53,Vacances scolaires
2010-04-03,59,Vacances scolaires zone B
2012-07-09,51,Vacances scolaires
2017-04-08,59,Vacances scolaires zone B
2011-12-24,53,Vacances scolaires
2017-07-23,51,Vacances scolaires
2011-07-14,51,Vacances scolaires
2010-04-05,26,Lundi de P�ques
2019-01-06,25,Epiphanie Espagne
2015-10-29,52,Vacances scolaires
2017-12-26,16,26DEC
2014-06-09,6,Lundi de Pentec�te
2019-10-12,22,F�te nationale Espagne
2010-10-29,52,Vacances scolaires
2017-08-26,51,Vacances scolaires
2019-08-10,51,Vacances scolaires
2014-12-28,53,Vacances scolaires
2011-04-22,59,Vacances scolaires zone B
2010-02-17,56,Vacances scolaires zone B
2015-04-30,60,Vacances scolaires zone C
2016-04-09,58,Vacances scolaires zone A
2013-07-18,51,Vacances scolaires
2019-03-10,57,Vacances scolaires zone C
2011-02-28,56,Vacances scolaires zone B
2009-04-11,60,Vacances scolaires zone C
2013-03-04,57,Vacances scolaires zone C
2018-02-23,57,Vacances scolaires zone C
2009-02-27,56,Vacances scolaires zone B
2017-02-24,55,Vacances scolaires zone A
2011-08-05,51,Vacances scolaires
2012-04-21,58,Vacances scolaires zone A
2017-12-25,13,No�l
2019-04-12,59,Vacances scolaires zone B
2012-08-16,51,Vacances scolaires
2019-04-11,59,Vacances scolaires zone B
2015-04-13,58,Vacances scolaires zone A
2013-04-21,59,Vacances scolaires zone B
2013-10-20,52,Vacances scolaires
2019-12-06,23,F�te constitution Espagne
2015-03-01,56,Vacances scolaires zone B
2015-07-19,51,Vacances scolaires
2010-12-28,53,Vacances scolaires
2013-06-23,18,F�te nationale Luxembourg
2009-08-26,51,Vacances scolaires
2010-10-23,52,Vacances scolaires
2010-10-28,52,Vacances scolaires
2018-04-20,60,Vacances scolaires zone C
2016-04-10,59,Vacances scolaires zone B
2013-03-06,57,Vacances scolaires zone C
2015-02-16,57,Vacances scolaires zone C
2018-08-27,51,Vacances scolaires
2012-12-31,53,Vacances scolaires
2009-01-01,53,Vacances scolaires
2015-07-13,51,Vacances scolaires
2018-04-28,60,Vacances scolaires zone C
2013-02-27,56,Vacances scolaires zone B
2013-07-07,51,Vacances scolaires
2019-02-21,55,Vacances scolaires zone A
2016-12-18,53,Vacances scolaires
2015-07-12,51,Vacances scolaires
2010-02-19,55,Vacances scolaires zone A
2009-11-04,20,Anniv vic1erG Italie
2019-02-18,56,Vacances scolaires zone B
2011-03-04,55,Vacances scolaires zone A
2013-07-15,51,Vacances scolaires
2015-12-22,53,Vacances scolaires
2017-04-22,58,Vacances scolaires zone A
2018-03-08,56,Vacances scolaires zone B
2013-05-08,60,Vacances scolaires zone C
2017-02-27,24,Rosenmontag
2015-02-19,57,Vacances scolaires zone C
2014-03-13,55,Vacances scolaires zone A
2009-01-04,53,Vacances scolaires
2013-12-26,16,26DEC
2013-05-09,3,Ascension
2018-02-19,55,Vacances scolaires zone A
2015-07-20,51,Vacances scolaires
2019-02-27,57,Vacances scolaires zone C
2012-11-04,52,Vacances scolaires
2010-08-19,51,Vacances scolaires
2018-11-11,12,Armistice 1918
2018-01-01,1,Nouvel An
2010-12-25,13,No�l
2011-03-11,55,Vacances scolaires zone A
2011-03-02,55,Vacances scolaires zone A
2018-07-29,51,Vacances scolaires
2010-07-20,51,Vacances scolaires
2013-10-25,52,Vacances scolaires
2014-04-20,59,Vacances scolaires zone B
2016-01-06,25,Epiphanie Espagne
2018-08-19,51,Vacances scolaires
2013-10-28,52,Vacances scolaires
2017-07-22,51,Vacances scolaires
2011-02-25,57,Vacances scolaires zone C
2012-08-25,51,Vacances scolaires
2019-07-17,51,Vacances scolaires
2016-02-14,55,Vacances scolaires zone A
2016-12-22,53,Vacances scolaires
2019-05-03,60,Vacances scolaires zone C
2010-02-24,55,Vacances scolaires zone A
2009-04-13,58,Vacances scolaires zone A
2013-04-28,58,Vacances scolaires zone A
2015-07-06,51,Vacances scolaires
2017-09-01,51,Vacances scolaires
2010-02-10,56,Vacances scolaires zone B
2011-02-26,56,Vacances scolaires zone B
2016-04-14,58,Vacances scolaires zone A
2011-02-21,56,Vacances scolaires zone B
2013-04-29,58,Vacances scolaires zone A
2017-08-14,51,Vacances scolaires
2013-05-03,60,Vacances scolaires zone C
2014-08-16,51,Vacances scolaires
2011-02-22,57,Vacances scolaires zone C
2018-07-25,51,Vacances scolaires
2010-02-26,55,Vacances scolaires zone A
2013-07-21,17,F�te nationale Belgique
2012-02-26,57,Vacances scolaires zone C
2013-10-27,52,Vacances scolaires
2014-05-02,59,Vacances scolaires zone B
2009-07-02,51,Vacances scolaires
2018-07-13,51,Vacances scolaires
2019-08-18,51,Vacances scolaires
2015-04-27,59,Vacances scolaires zone B
2016-02-19,55,Vacances scolaires zone A
2014-03-05,56,Vacances scolaires zone B
2010-04-14,59,Vacances scolaires zone B
2010-03-01,57,Vacances scolaires zone C
2018-07-19,51,Vacances scolaires
2019-04-22,26,Lundi de P�ques
2010-02-18,56,Vacances scolaires zone B
2009-08-30,51,Vacances scolaires
2017-08-29,51,Vacances scolaires
2018-03-02,56,Vacances scolaires zone B
2012-04-29,59,Vacances scolaires zone B
2012-03-10,56,Vacances scolaires zone B
2012-04-15,58,Vacances scolaires zone A
2019-12-25,13,No�l
2017-08-08,51,Vacances scolaires
2018-10-23,52,Vacances scolaires
2012-04-22,60,Vacances scolaires zone C
2013-07-09,51,Vacances scolaires
2009-08-04,51,Vacances scolaires
2010-04-28,60,Vacances scolaires zone C
2018-08-30,51,Vacances scolaires
2014-07-10,51,Vacances scolaires
2018-01-07,53,Vacances scolaires
2015-08-19,51,Vacances scolaires
2010-02-21,55,Vacances scolaires zone A
2013-08-13,51,Vacances scolaires
2011-05-04,58,Vacances scolaires zone A
2017-11-01,52,Vacances scolaires
2013-07-17,51,Vacances scolaires
2019-03-03,55,Vacances scolaires zone A
2012-02-25,56,Vacances scolaires zone B
2016-04-06,59,Vacances scolaires zone B
2009-07-15,51,Vacances scolaires
2017-02-12,57,Vacances scolaires zone C
2011-08-19,51,Vacances scolaires
2019-04-21,58,Vacances scolaires zone A
2017-10-23,52,Vacances scolaires
2009-08-12,51,Vacances scolaires
2010-08-24,51,Vacances scolaires
2011-08-02,51,Vacances scolaires
2011-07-07,51,Vacances scolaires
2009-04-24,59,Vacances scolaires zone B
2018-05-05,59,Vacances scolaires zone B
2017-07-11,51,Vacances scolaires
2015-10-30,52,Vacances scolaires
2016-02-20,56,Vacances scolaires zone B
2016-04-12,59,Vacances scolaires zone B
2014-04-28,58,Vacances scolaires zone A
2017-10-29,52,Vacances scolaires
2013-07-24,51,Vacances scolaires
2017-08-11,51,Vacances scolaires
2015-07-18,51,Vacances scolaires
2014-02-25,56,Vacances scolaires zone B
2017-03-05,55,Vacances scolaires zone A
2019-04-18,58,Vacances scolaires zone A
2009-12-28,53,Vacances scolaires
2017-02-14,56,Vacances scolaires zone B
2011-12-17,53,Vacances scolaires
2013-04-27,60,Vacances scolaires zone C
2011-12-28,53,Vacances scolaires
2014-07-09,51,Vacances scolaires
2017-02-13,56,Vacances scolaires zone B
2012-04-17,58,Vacances scolaires zone A
2012-12-06,23,F�te constitution Espagne
2011-04-10,60,Vacances scolaires zone C
2010-08-12,51,Vacances scolaires
2012-10-29,52,Vacances scolaires
2015-04-22,60,Vacances scolaires zone C
2015-01-01,1,Nouvel An
2011-04-28,58,Vacances scolaires zone A
2012-08-01,51,Vacances scolaires
2010-08-21,51,Vacances scolaires
2011-08-21,51,Vacances scolaires
2017-11-05,52,Vacances scolaires
2009-12-27,53,Vacances scolaires
2012-11-09,52,Vacances scolaires
2010-07-17,51,Vacances scolaires
2019-02-26,57,Vacances scolaires zone C
2015-07-27,51,Vacances scolaires
2018-02-10,55,Vacances scolaires zone A
2018-04-18,60,Vacances scolaires zone C
2014-03-06,56,Vacances scolaires zone B
2015-08-22,51,Vacances scolaires
2011-08-14,51,Vacances scolaires
2010-02-23,55,Vacances scolaires zone A
2016-02-26,55,Vacances scolaires zone A
2014-03-01,55,Vacances scolaires zone A
2016-02-21,56,Vacances scolaires zone B
2013-05-05,60,Vacances scolaires zone C
2010-07-18,51,Vacances scolaires
2015-05-08,5,Victoire 1945
2012-04-18,58,Vacances scolaires zone A
2018-02-13,55,Vacances scolaires zone A
2018-03-01,57,Vacances scolaires zone C
2009-01-06,25,Epiphanie Espagne
2014-05-01,4,F�te du travail
2014-04-25,59,Vacances scolaires zone B
2017-08-02,51,Vacances scolaires
2017-04-16,59,Vacances scolaires zone B
2011-04-30,59,Vacances scolaires zone B
2014-08-02,51,Vacances scolaires
2019-08-17,51,Vacances scolaires
2013-10-29,52,Vacances scolaires
2012-12-24,53,Vacances scolaires
2014-01-01,1,Nouvel An
2016-11-11,12,Armistice 1918
2015-10-24,52,Vacances scolaires
2018-03-06,56,Vacances scolaires zone B
2013-07-20,51,Vacances scolaires
2013-03-02,55,Vacances scolaires zone A
2012-04-09,26,Lundi de P�ques
2011-04-21,60,Vacances scolaires zone C
2018-08-22,51,Vacances scolaires
2009-08-09,51,Vacances scolaires
2013-02-22,56,Vacances scolaires zone B
2011-07-05,51,Vacances scolaires
2017-10-22,52,Vacances scolaires
2009-08-06,51,Vacances scolaires
2012-02-22,57,Vacances scolaires zone C
2009-12-29,53,Vacances scolaires
2014-03-03,24,Rosenmontag
2016-02-07,56,Vacances scolaires zone B
2014-07-16,51,Vacances scolaires
2018-11-01,52,Vacances scolaires
2019-04-26,60,Vacances scolaires zone C
2015-01-06,25,Epiphanie Espagne
2018-03-30,15,vendredi saint
2015-02-07,55,Vacances scolaires zone A
2015-04-28,59,Vacances scolaires zone B
2019-03-01,55,Vacances scolaires zone A
2010-12-26,16,26DEC
2010-04-20,60,Vacances scolaires zone C
2019-07-09,51,Vacances scolaires
2016-04-17,59,Vacances scolaires zone B
2010-10-31,52,Vacances scolaires
2015-05-01,4,F�te du travail
2014-05-08,5,Victoire 1945
2009-07-14,9,F�te nationale
2010-07-05,51,Vacances scolaires
2011-02-18,57,Vacances scolaires zone C
2018-10-31,52,Vacances scolaires
2013-03-03,55,Vacances scolaires zone A
2014-04-26,59,Vacances scolaires zone B
2016-05-08,5,Victoire 1945
2011-07-31,51,Vacances scolaires
2016-03-02,57,Vacances scolaires zone C
2012-08-21,51,Vacances scolaires
2011-07-18,51,Vacances scolaires
2009-04-15,60,Vacances scolaires zone C
