date,Gain
01/06/16,0
01/06/16,0
01/06/16,"564,4"
01/06/16,"2834,46"
01/06/16,"6951,43"
01/06/16,"7515,64"
01/06/16,"9482,47"
01/06/16,"11911,11"
01/06/16,"14593,8"
01/06/16,"13034,33"
01/06/16,"14147,34"
01/06/16,"14763,92"
01/06/16,"15403,94"
01/06/16,"15380,67"
01/06/16,"14070,85"
01/06/16,"13268,18"
01/06/16,"10599,67"
01/06/16,"9199,11"
01/06/16,"9867,69"
01/06/16,"7785,74"
01/06/16,"8952,28"
01/06/16,"9138,1"
01/06/16,"8284,48"
01/06/16,"6677,57"
01/06/16,"9860,27"
01/06/16,"11731,49"
01/06/16,"10443,48"
01/06/16,"12504,18"
01/06/16,"13775,82"
01/06/16,"16481,37"
01/06/16,"16928,65"
01/06/16,"14182,19"
01/06/16,"16046,59"
01/06/16,"18102,68"
01/06/16,"18160,09"
01/06/16,"17291,8"
01/06/16,"15831,08"
01/06/16,"15070,34"
01/06/16,"13495,61"
01/06/16,"14264,27"
01/06/16,"16024,9"
01/06/16,"15470,4"
01/06/16,"15748,07"
01/06/16,"16541,44"
01/06/16,"13303,86"
01/06/16,"13737,11"
01/06/16,"10129,36"
01/06/16,"11301,93"
01/06/16,"9781,15"
01/06/16,"7838,02"
01/06/16,"5280,73"
01/06/16,"4524,66"
01/06/16,"4255,23"
01/06/16,"3374,32"
01/06/16,"1009,87"
02/06/16,0
02/06/16,0
02/06/16,"1471,22"
02/06/16,"2798,28"
02/06/16,"8819,02"
02/06/16,"11651,9"
02/06/16,"13159,14"
02/06/16,"19687,97"
02/06/16,"19317,94"
02/06/16,"16781,28"
02/06/16,"20068,86"
02/06/16,"18849,81"
02/06/16,"16682,57"
02/06/16,"20075,45"
02/06/16,"17894,55"
02/06/16,"14245,7"
02/06/16,"15671,7"
02/06/16,"15117,57"
02/06/16,"12427,06"
02/06/16,"11555,09"
02/06/16,"11851,38"
02/06/16,"12882,46"
02/06/16,"10153,84"
02/06/16,"11144,29"
02/06/16,"12078,99"
02/06/16,"11400,4"
02/06/16,"15350,81"
02/06/16,"14373,81"
02/06/16,"16196,86"
02/06/16,"15068,67"
02/06/16,"17004,6"
02/06/16,"15125,03"
02/06/16,"16715,83"
02/06/16,"14661,2"
02/06/16,"15549,2"
02/06/16,"13556,78"
02/06/16,"12294,09"
02/06/16,"14833,18"
02/06/16,"13495,13"
02/06/16,"13683,76"
02/06/16,"14406,23"
02/06/16,"15037,08"
02/06/16,"17352,12"
02/06/16,"17056,37"
02/06/16,"15739,62"
02/06/16,"16147,82"
02/06/16,"13228,14"
02/06/16,"10855,54"
02/06/16,"9630,03"
02/06/16,"10237,63"
02/06/16,"9553,32"
02/06/16,"7549,97"
02/06/16,"5934,93"
02/06/16,"3711,66"
02/06/16,"219,4"
03/06/16,0
03/06/16,0
03/06/16,"707,35"
03/06/16,"1439,02"
03/06/16,"3876,6"
03/06/16,"8198,16"
03/06/16,"10548,38"
03/06/16,"15462,92"
03/06/16,"19481,29"
03/06/16,"18784,11"
03/06/16,"18366,96"
03/06/16,"17993,87"
03/06/16,"16885,6"
03/06/16,"16739,91"
03/06/16,"16972,46"
03/06/16,"16978,85"
03/06/16,"16052,86"
03/06/16,"13541,97"
03/06/16,"13753,7"
03/06/16,"12910,2"
03/06/16,"12860,08"
03/06/16,"11191,41"
03/06/16,"12083,31"
03/06/16,"10440,89"
03/06/16,"10125,99"
03/06/16,"11587,63"
03/06/16,"14471,22"
03/06/16,"14671,42"
03/06/16,"14519,1"
03/06/16,"16160,99"
03/06/16,"14521,08"
03/06/16,"15588,74"
03/06/16,"16685,44"
03/06/16,"15194,12"
03/06/16,"14612,8"
03/06/16,"14676,45"
03/06/16,"16270,89"
03/06/16,"14905,25"
03/06/16,"18654,72"
03/06/16,"15916,18"
03/06/16,"19898,05"
03/06/16,"17782,64"
03/06/16,"18234,62"
03/06/16,"20112,28"
03/06/16,"20157,98"
03/06/16,"19282,83"
03/06/16,"18634,07"
03/06/16,"17156,82"
03/06/16,"14662,26"
03/06/16,"14207,74"
03/06/16,"15674,7"
03/06/16,"12369,2"
03/06/16,"10054,87"
03/06/16,"7938,44"
03/06/16,"6838,74"
03/06/16,"3597,62"
04/06/16,0
04/06/16,"315,18"
04/06/16,"3297,13"
04/06/16,"6310,24"
04/06/16,"13158,8"
04/06/16,"14658,44"
04/06/16,"16365,04"
04/06/16,"18381,92"
04/06/16,"17877,52"
04/06/16,"22995,37"
04/06/16,"25835,3"
04/06/16,"21904,62"
04/06/16,"21816,07"
04/06/16,"25146,31"
04/06/16,"25534,05"
04/06/16,"27505,64"
04/06/16,"24637,68"
04/06/16,"23576,41"
04/06/16,"20293,01"
04/06/16,"26665,28"
04/06/16,"24292,82"
04/06/16,"16835,46"
04/06/16,"15479,08"
04/06/16,"16180,94"
04/06/16,"17355,08"
04/06/16,"23770,18"
04/06/16,"19363,84"
04/06/16,"20777,68"
04/06/16,"20532,11"
04/06/16,"23804,24"
04/06/16,"24617,35"
04/06/16,"24011,9"
04/06/16,"24978,59"
04/06/16,"27003,26"
04/06/16,"26348,79"
04/06/16,"21273,54"
04/06/16,"21945,09"
04/06/16,"21631,18"
04/06/16,"25055,97"
04/06/16,"24291,69"
04/06/16,"20638,55"
04/06/16,"22266,75"
04/06/16,"21563,13"
04/06/16,"17971,01"
04/06/16,"19120,36"
04/06/16,"18206,95"
04/06/16,"19319,86"
04/06/16,"16298,99"
04/06/16,"19685,6"
04/06/16,"18736,72"
04/06/16,"16190,68"
04/06/16,"10542,78"
04/06/16,"8437,44"
04/06/16,"6163,82"
04/06/16,"4770,69"
04/06/16,0
06/06/16,"75,81"
06/06/16,"924,1"
06/06/16,"3507,94"
06/06/16,"6760,32"
06/06/16,"8808,18"
06/06/16,"8604,98"
06/06/16,"12573,31"
06/06/16,"12953,49"
06/06/16,"11175,45"
06/06/16,"11140,32"
06/06/16,"12315,55"
06/06/16,"12251,02"
06/06/16,"11959,47"
06/06/16,"11193,49"
06/06/16,"11008,54"
06/06/16,"9676,44"
06/06/16,"8989,52"
06/06/16,"8945,82"
06/06/16,"7827,24"
06/06/16,"9555,28"
06/06/16,"8157,04"
06/06/16,"8280,42"
06/06/16,"8171,05"
06/06/16,"10119,42"
06/06/16,"9831,3"
06/06/16,"11530,86"
06/06/16,"11669,42"
06/06/16,"13523,25"
06/06/16,"11406,11"
06/06/16,"13493,17"
06/06/16,"13485,55"
06/06/16,"13938,45"
06/06/16,"13255,13"
06/06/16,"10143,17"
06/06/16,"11461,25"
06/06/16,"9712,03"
06/06/16,"11030,23"
06/06/16,"11343,17"
06/06/16,"14185,63"
06/06/16,13737
06/06/16,"14591,75"
06/06/16,"13191,3"
06/06/16,"13641,61"
06/06/16,"16171,31"
06/06/16,"14611,12"
06/06/16,"12952,96"
06/06/16,"11074,97"
06/06/16,"10420,67"
06/06/16,"8955,29"
06/06/16,"9912,89"
06/06/16,"5064,92"
06/06/16,"3665,7"
06/06/16,"2542,6"
06/06/16,"255,81"
07/06/16,10
07/06/16,"633,85"
07/06/16,"3326,75"
07/06/16,"6068,07"
07/06/16,"9353,96"
07/06/16,"13379,26"
07/06/16,"13236,38"
07/06/16,"18367,84"
07/06/16,"18190,79"
07/06/16,"18905,76"
07/06/16,"15935,87"
07/06/16,"15916,06"
07/06/16,"13091,25"
07/06/16,"12210,63"
07/06/16,"9864,82"
07/06/16,"11854,51"
07/06/16,"10656,06"
07/06/16,"9039,36"
07/06/16,"10379,06"
07/06/16,"10763,02"
07/06/16,"9989,59"
07/06/16,"9116,24"
07/06/16,"8358,57"
07/06/16,"11063,12"
07/06/16,"12110,6"
07/06/16,"11952,36"
07/06/16,"11601,57"
07/06/16,"11646,32"
07/06/16,"12384,91"
07/06/16,"12919,47"
07/06/16,"11560,52"
07/06/16,"11668,03"
07/06/16,"11044,88"
07/06/16,"10730,25"
07/06/16,"11345,09"
07/06/16,"12068,17"
07/06/16,"9481,27"
07/06/16,"11208,78"
07/06/16,"11573,9"
07/06/16,"12449,21"
07/06/16,"8739,4"
07/06/16,"7907,61"
07/06/16,"8430,39"
07/06/16,"9157,72"
07/06/16,"8256,46"
07/06/16,"10612,04"
07/06/16,"8648,96"
07/06/16,"9461,02"
07/06/16,"5657,63"
07/06/16,"7324,36"
07/06/16,"5319,28"
07/06/16,"2766,04"
07/06/16,"2225,2"
07/06/16,"885,7"
08/06/16,300
08/06/16,0
08/06/16,0
08/06/16,"1109,65"
08/06/16,"3985,91"
08/06/16,"6231,23"
08/06/16,"9475,27"
08/06/16,"10302,36"
08/06/16,"12340,36"
08/06/16,"14596,27"
08/06/16,"15373,84"
08/06/16,"17211,74"
08/06/16,"14373,73"
08/06/16,"14189,02"
08/06/16,12508
08/06/16,"17233,6"
08/06/16,"16509,49"
08/06/16,"10482,94"
08/06/16,"7969,87"
08/06/16,"8786,39"
08/06/16,"8428,61"
08/06/16,"8551,88"
08/06/16,"8723,76"
08/06/16,"8947,05"
08/06/16,"8923,24"
08/06/16,"7665,26"
08/06/16,"10221,61"
08/06/16,"12876,42"
08/06/16,"11495,03"
08/06/16,"15907,86"
08/06/16,"16886,71"
08/06/16,"17932,5"
08/06/16,"17641,6"
08/06/16,"15722,78"
08/06/16,"15085,29"
08/06/16,"15695,33"
08/06/16,"18033,98"
08/06/16,"15460,43"
08/06/16,"15905,8"
08/06/16,"14997,06"
08/06/16,"14373,49"
08/06/16,"16435,03"
08/06/16,"18869,2"
08/06/16,"16647,63"
08/06/16,"17812,27"
08/06/16,"17831,23"
08/06/16,"17036,18"
08/06/16,"12273,73"
08/06/16,"11623,77"
08/06/16,"9751,68"
08/06/16,"12330,62"
08/06/16,11402
08/06/16,"7235,74"
08/06/16,"5767,68"
08/06/16,"5040,26"
08/06/16,"377,93"
09/06/16,0
09/06/16,"701,22"
09/06/16,"487,12"
09/06/16,"3260,67"
09/06/16,"6856,58"
09/06/16,"11241,65"
09/06/16,"13576,21"
09/06/16,"14686,28"
09/06/16,"20473,06"
09/06/16,"19110,37"
09/06/16,"16676,61"
09/06/16,"18096,29"
09/06/16,"15527,12"
09/06/16,"17812,39"
09/06/16,"15842,1"
09/06/16,"16147,24"
09/06/16,"14068,87"
09/06/16,"12380,36"
09/06/16,"9885,71"
09/06/16,10046
09/06/16,"11383,41"
09/06/16,"10691,39"
09/06/16,"9660,79"
09/06/16,"10632,1"
09/06/16,"8256,69"
09/06/16,"12619,49"
09/06/16,"13294,78"
09/06/16,"12575,2"
09/06/16,"14247,84"
09/06/16,"14858,89"
09/06/16,"15680,71"
09/06/16,"11367,71"
09/06/16,12389
09/06/16,"11831,08"
09/06/16,"13155,55"
09/06/16,"10600,79"
09/06/16,"10727,98"
09/06/16,"11542,15"
09/06/16,"14213,16"
09/06/16,"15111,83"
09/06/16,"15283,95"
09/06/16,"16894,62"
09/06/16,"16209,2"
09/06/16,"15649,81"
09/06/16,"15533,57"
09/06/16,"13202,19"
09/06/16,"14908,54"
09/06/16,"12243,41"
09/06/16,"14226,13"
09/06/16,"12488,52"
09/06/16,"9552,7"
09/06/16,"7421,78"
09/06/16,"5471,89"
09/06/16,"5253,56"
09/06/16,"306,45"
10/06/16,0
10/06/16,0
10/06/16,"861,1"
10/06/16,"3600,7"
10/06/16,"8352,89"
10/06/16,"12547,39"
10/06/16,"13474,53"
10/06/16,"15123,78"
10/06/16,"18312,47"
10/06/16,"16918,58"
10/06/16,"19494,49"
10/06/16,"21126,7"
10/06/16,"14126,24"
10/06/16,"17154,97"
10/06/16,"16081,8"
10/06/16,"14427,02"
10/06/16,"12244,05"
10/06/16,"11164,6"
10/06/16,"11101,34"
10/06/16,"11760,39"
10/06/16,"10182,57"
10/06/16,"11682,61"
10/06/16,"12443,1"
10/06/16,"10717,04"
10/06/16,"10802,37"
10/06/16,"14922,27"
10/06/16,"12783,96"
10/06/16,"12951,9"
10/06/16,"15595,35"
10/06/16,"13444,43"
10/06/16,"14133,75"
10/06/16,"16194,93"
10/06/16,"12989,11"
10/06/16,"14874,42"
10/06/16,"15687,63"
10/06/16,"14855,84"
10/06/16,"15094,87"
10/06/16,"19420,77"
10/06/16,"15878,79"
10/06/16,"20154,08"
10/06/16,"18859,66"
10/06/16,"19156,32"
10/06/16,"19044,47"
10/06/16,"21047,78"
10/06/16,"20959,76"
10/06/16,"19316,81"
10/06/16,"16638,34"
10/06/16,"13978,56"
10/06/16,"12561,3"
10/06/16,"11887,81"
10/06/16,"14037,95"
10/06/16,"8734,43"
10/06/16,"6031,22"
10/06/16,"5465,65"
10/06/16,"540,49"
11/06/16,0
11/06/16,"283,51"
11/06/16,"1937,43"
11/06/16,"6048,66"
11/06/16,"9664,9"
11/06/16,"16297,32"
11/06/16,"19010,25"
11/06/16,"19647,78"
11/06/16,"19860,72"
11/06/16,"20062,03"
11/06/16,"18969,12"
11/06/16,"19978,41"
11/06/16,"19580,2"
11/06/16,"21332,27"
11/06/16,"26597,82"
11/06/16,"26293,88"
11/06/16,"26898,06"
11/06/16,"22262,38"
11/06/16,"21985,51"
11/06/16,"20210,98"
11/06/16,"14544,2"
11/06/16,"16788,59"
11/06/16,"13960,73"
11/06/16,"14221,7"
11/06/16,"17247,1"
11/06/16,"20025,5"
11/06/16,"18243,91"
11/06/16,"23991,3"
11/06/16,"21779,24"
11/06/16,"21327,23"
11/06/16,"21410,98"
11/06/16,"20958,8"
11/06/16,"22932,56"
11/06/16,"28172,43"
11/06/16,"19537,07"
11/06/16,"22780,68"
11/06/16,"24096,6"
11/06/16,"23205,51"
11/06/16,"21821,81"
11/06/16,"19071,3"
11/06/16,"20993,99"
11/06/16,"21580,39"
11/06/16,"22240,35"
11/06/16,"22281,78"
11/06/16,"20587,57"
11/06/16,"17154,87"
11/06/16,"18189,94"
11/06/16,"14271,51"
11/06/16,"14866,26"
11/06/16,"15442,79"
11/06/16,"14180,46"
11/06/16,"7802,12"
11/06/16,"7472,1"
11/06/16,"4312,26"
11/06/16,"468,48"
13/06/16,0
13/06/16,"338,18"
13/06/16,"293,23"
13/06/16,"4120,33"
13/06/16,"7139,16"
13/06/16,"8833,1"
13/06/16,"8893,89"
13/06/16,"10425,21"
13/06/16,"11375,43"
13/06/16,"11362,47"
13/06/16,"13344,59"
13/06/16,"11775,99"
13/06/16,"14743,3"
13/06/16,"13306,27"
13/06/16,"12432,6"
13/06/16,"12025,79"
13/06/16,"11573,42"
13/06/16,"11176,8"
13/06/16,"10282,88"
13/06/16,"9203,13"
13/06/16,"9505,65"
13/06/16,"9048,96"
13/06/16,"7867,39"
13/06/16,"8807,8"
13/06/16,"10286,54"
13/06/16,"9839,14"
13/06/16,"9741,68"
13/06/16,"10992,31"
13/06/16,"13067,13"
13/06/16,"13488,31"
13/06/16,"10988,46"
13/06/16,"10497,7"
13/06/16,"10302,69"
13/06/16,"10243,01"
13/06/16,"10548,24"
13/06/16,"10320,63"
13/06/16,"10094,59"
13/06/16,"10262,99"
13/06/16,"11139,37"
13/06/16,"12426,25"
13/06/16,"12185,03"
13/06/16,"13584,03"
13/06/16,"13229,67"
13/06/16,"14852,4"
13/06/16,"12906,93"
13/06/16,"10082,8"
13/06/16,"11459,43"
13/06/16,"10218,98"
13/06/16,"8323,84"
13/06/16,"5975,23"
13/06/16,"4888,55"
13/06/16,"3319,31"
13/06/16,"2493,95"
13/06/16,"2014,45"
14/06/16,"243,77"
14/06/16,"525,11"
14/06/16,"2169,58"
14/06/16,5402
14/06/16,"8310,55"
14/06/16,"10232,08"
14/06/16,"15034,42"
14/06/16,"11812,49"
14/06/16,"11892,96"
14/06/16,"15642,23"
14/06/16,"17442,43"
14/06/16,"15309,97"
14/06/16,"16440,81"
14/06/16,"14558,31"
14/06/16,"12049,87"
14/06/16,"11324,38"
14/06/16,"10551,23"
14/06/16,"7857,65"
14/06/16,"8536,29"
14/06/16,"9628,68"
14/06/16,"7511,83"
14/06/16,"7319,23"
14/06/16,"8143,58"
14/06/16,"8131,39"
14/06/16,"9468,21"
14/06/16,"10798,01"
14/06/16,"11479,83"
14/06/16,"10034,46"
14/06/16,"14066,98"
14/06/16,"11006,65"
14/06/16,"13692,3"
14/06/16,"13259,23"
14/06/16,"12162,4"
14/06/16,"11229,89"
14/06/16,"11478,75"
14/06/16,"10732,03"
14/06/16,"11577,79"
14/06/16,"12745,52"
14/06/16,"13199,77"
14/06/16,"12969,67"
14/06/16,"11289,77"
14/06/16,"14441,9"
14/06/16,"14497,34"
14/06/16,"16000,21"
14/06/16,"12758,74"
14/06/16,"13430,88"
14/06/16,"10176,63"
14/06/16,"8703,88"
14/06/16,"7426,95"
14/06/16,"6296,21"
14/06/16,"5302,47"
14/06/16,"4073,95"
14/06/16,"3228,48"
14/06/16,"110,26"
15/06/16,0
15/06/16,0
15/06/16,0
15/06/16,"995,57"
15/06/16,"3181,78"
15/06/16,"4778,63"
15/06/16,"8434,31"
15/06/16,"9240,3"
15/06/16,"11361,73"
15/06/16,"14609,46"
15/06/16,"12376,4"
15/06/16,"12365,99"
15/06/16,"11793,87"
15/06/16,"13967,31"
15/06/16,"14292,18"
15/06/16,"12084,21"
15/06/16,"10444,1"
15/06/16,"10045,06"
15/06/16,"8424,7"
15/06/16,"8630,21"
15/06/16,"8243,92"
15/06/16,"9435,54"
15/06/16,"8075,6"
15/06/16,"7590,58"
15/06/16,"7082,49"
15/06/16,"7340,97"
15/06/16,"8075,63"
15/06/16,"10444,96"
15/06/16,"10652,51"
15/06/16,"13545,83"
15/06/16,"12522,93"
15/06/16,"14379,12"
15/06/16,"15459,94"
15/06/16,"14175,57"
15/06/16,"13721,6"
15/06/16,"12272,56"
15/06/16,"12185,13"
15/06/16,"13396,54"
15/06/16,"12585,31"
15/06/16,"14642,65"
15/06/16,"13509,86"
15/06/16,"14644,99"
15/06/16,"12778,89"
15/06/16,"14263,3"
15/06/16,"13220,2"
15/06/16,"11842,63"
15/06/16,"10812,32"
15/06/16,"11920,18"
15/06/16,"8544,49"
15/06/16,"9483,58"
15/06/16,"7305,04"
15/06/16,"6603,75"
15/06/16,"6232,43"
15/06/16,"3598,11"
15/06/16,"2210,11"
15/06/16,"18,91"
16/06/16,0
16/06/16,0
16/06/16,"435,32"
16/06/16,"2765,74"
16/06/16,"6777,19"
16/06/16,"9193,78"
16/06/16,"12679,97"
16/06/16,"14875,89"
16/06/16,"15643,61"
16/06/16,"16143,42"
16/06/16,"16111,36"
16/06/16,"16215,91"
16/06/16,"17653,58"
16/06/16,"14520,8"
16/06/16,"12838,92"
16/06/16,"13141,59"
16/06/16,"11940,12"
16/06/16,"10764,87"
16/06/16,"9151,62"
16/06/16,"9086,18"
16/06/16,"9977,07"
16/06/16,"8766,11"
16/06/16,"10541,99"
16/06/16,"8164,52"
16/06/16,"9298,96"
16/06/16,"10211,18"
16/06/16,"13489,22"
16/06/16,"11518,47"
16/06/16,"13546,57"
16/06/16,"15697,29"
16/06/16,"17081,13"
16/06/16,"12116,4"
16/06/16,"12214,36"
16/06/16,"11017,44"
16/06/16,"11707,78"
16/06/16,"12053,51"
16/06/16,"11447,11"
16/06/16,"14850,12"
16/06/16,"13081,09"
16/06/16,"13349,55"
16/06/16,"15067,77"
16/06/16,"15067,84"
16/06/16,"15200,94"
16/06/16,"14144,99"
16/06/16,"13162,83"
16/06/16,"12734,46"
16/06/16,"10769,23"
16/06/16,"9694,54"
16/06/16,"8261,17"
16/06/16,"8932,78"
16/06/16,"6716,77"
16/06/16,"4946,48"
16/06/16,"3725,3"
16/06/16,"3052,39"
16/06/16,"33,84"
17/06/16,0
17/06/16,0
17/06/16,"953,29"
17/06/16,"2897,68"
17/06/16,"7096,19"
17/06/16,"10306,29"
17/06/16,"11276,96"
17/06/16,"13851,99"
17/06/16,"15414,83"
17/06/16,"14792,91"
17/06/16,"14110,52"
17/06/16,"15290,58"
17/06/16,"13156,81"
17/06/16,"13186,06"
17/06/16,"12898,79"
17/06/16,"13410,96"
17/06/16,"14211,61"
17/06/16,"10857,89"
17/06/16,"11761,39"
17/06/16,"10497,98"
17/06/16,"11276,11"
17/06/16,"10055,97"
17/06/16,"8865,47"
17/06/16,"8138,69"
17/06/16,"10406,3"
17/06/16,"11439,66"
17/06/16,"9472,85"
17/06/16,"15645,83"
17/06/16,"15051,38"
17/06/16,"13263,55"
17/06/16,"14850,43"
17/06/16,"15606,82"
17/06/16,"14445,51"
17/06/16,"15807,39"
17/06/16,"13200,11"
17/06/16,"14373,62"
17/06/16,"14140,39"
17/06/16,"14449,36"
17/06/16,"15390,84"
17/06/16,"15389,1"
17/06/16,"18735,57"
17/06/16,"17194,9"
17/06/16,"17365,79"
17/06/16,"16786,57"
17/06/16,"18097,11"
17/06/16,"15604,08"
17/06/16,"16399,93"
17/06/16,"12130,87"
17/06/16,"14284,34"
17/06/16,"13714,57"
17/06/16,"10772,69"
17/06/16,"6675,31"
17/06/16,"7094,77"
17/06/16,"7069,9"
17/06/16,"425,82"
17/06/16,0
18/06/16,"59,8"
18/06/16,379
18/06/16,0
18/06/16,"1314,06"
18/06/16,3998
18/06/16,"10024,64"
18/06/16,"12488,11"
18/06/16,"15035,65"
18/06/16,"18001,53"
18/06/16,"20962,31"
18/06/16,"21063,62"
18/06/16,"21971,15"
18/06/16,"20722,45"
18/06/16,"21709,17"
18/06/16,"22684,46"
18/06/16,"28144,53"
18/06/16,"26889,05"
18/06/16,"23092,93"
18/06/16,"20510,13"
18/06/16,"23077,61"
18/06/16,"15327,48"
18/06/16,"16052,95"
18/06/16,"15640,17"
18/06/16,"16847,92"
18/06/16,"18276,15"
18/06/16,"20026,15"
18/06/16,"16569,36"
18/06/16,"16505,34"
18/06/16,"19046,14"
18/06/16,"20150,59"
18/06/16,"22331,34"
18/06/16,"18573,66"
18/06/16,"18956,82"
18/06/16,"19176,39"
18/06/16,"21547,75"
18/06/16,"18773,51"
18/06/16,"18927,78"
18/06/16,"19989,23"
18/06/16,"16987,19"
18/06/16,"18543,37"
18/06/16,"19284,24"
18/06/16,"18628,61"
18/06/16,"18211,95"
18/06/16,"19633,91"
18/06/16,"18270,1"
18/06/16,"18463,48"
18/06/16,"16475,51"
18/06/16,"17884,03"
18/06/16,"14885,87"
18/06/16,"13173,38"
18/06/16,"13584,7"
18/06/16,"14186,59"
18/06/16,"11063,21"
18/06/16,"7574,72"
18/06/16,"5233,39"
18/06/16,"1532,07"
20/06/16,0
20/06/16,"627,75"
20/06/16,"3072,5"
20/06/16,"5361,79"
20/06/16,"6203,05"
20/06/16,"7950,42"
20/06/16,"8701,77"
20/06/16,"10074,92"
20/06/16,"11105,27"
20/06/16,"10960,29"
20/06/16,"10861,44"
20/06/16,"10454,88"
20/06/16,"9355,16"
20/06/16,"9306,67"
20/06/16,"9238,41"
20/06/16,"9635,51"
20/06/16,"9701,31"
20/06/16,"10421,4"
20/06/16,"7027,57"
20/06/16,"6735,28"
20/06/16,"10862,24"
20/06/16,"6201,46"
20/06/16,"8057,17"
20/06/16,"8138,69"
20/06/16,"7648,31"
20/06/16,"11152,04"
20/06/16,"10205,02"
20/06/16,"11676,01"
20/06/16,"10523,47"
20/06/16,"11456,92"
20/06/16,"11239,96"
20/06/16,"9545,13"
20/06/16,"9736,01"
20/06/16,"9032,1"
20/06/16,"8951,64"
20/06/16,"8380,18"
20/06/16,"10094,88"
20/06/16,"11343,27"
20/06/16,"11431,11"
20/06/16,"12452,52"
20/06/16,"12240,27"
20/06/16,"12536,2"
20/06/16,"12172,82"
20/06/16,"10494,37"
20/06/16,"9640,01"
20/06/16,"9116,3"
20/06/16,"7526,73"
20/06/16,"6537,51"
20/06/16,"6007,16"
20/06/16,"6272,26"
20/06/16,"4619,74"
20/06/16,"2489,02"
20/06/16,"2368,51"
20/06/16,"362,16"
21/06/16,1255
21/06/16,"643,17"
21/06/16,"2139,02"
21/06/16,"4857,52"
21/06/16,"7155,95"
21/06/16,"8046,93"
21/06/16,"10612,55"
21/06/16,"11599,8"
21/06/16,"12353,13"
21/06/16,"12538,7"
21/06/16,"13817,25"
21/06/16,"14515,19"
21/06/16,"12422,64"
21/06/16,"10965,36"
21/06/16,"10071,1"
21/06/16,"9322,79"
21/06/16,"6625,63"
21/06/16,"7073,34"
21/06/16,"6531,64"
21/06/16,"8085,56"
21/06/16,"7932,29"
21/06/16,"7271,34"
21/06/16,"7199,17"
21/06/16,"7398,05"
21/06/16,"10468,28"
21/06/16,"8918,96"
21/06/16,"9590,35"
21/06/16,"9565,4"
21/06/16,"10931,56"
21/06/16,"10282,73"
21/06/16,"14311,94"
21/06/16,"9358,64"
21/06/16,"10756,35"
21/06/16,"9809,27"
21/06/16,"10591,19"
21/06/16,"9361,58"
21/06/16,"10249,98"
21/06/16,"10227,81"
21/06/16,"11164,26"
21/06/16,"11552,05"
21/06/16,"11147,35"
21/06/16,"11561,86"
21/06/16,"7814,7"
21/06/16,"9558,85"
21/06/16,"9997,63"
21/06/16,"8615,51"
21/06/16,"7338,76"
21/06/16,"9960,1"
21/06/16,"7487,05"
21/06/16,"7044,73"
21/06/16,"5436,75"
21/06/16,"4009,01"
21/06/16,"2145,62"
21/06/16,"291,5"
22/06/16,0
22/06/16,0
22/06/16,0
22/06/16,0
22/06/16,"5072,82"
22/06/16,"11423,92"
22/06/16,"11794,72"
22/06/16,"10557,77"
22/06/16,"13051,98"
22/06/16,"19849,59"
22/06/16,"18931,71"
22/06/16,"17419,03"
22/06/16,"16660,17"
22/06/16,"15862,92"
22/06/16,"14608,87"
22/06/16,"14487,22"
22/06/16,"12134,92"
22/06/16,"13221,41"
22/06/16,"10870,19"
22/06/16,"9296,62"
22/06/16,"7640,57"
22/06/16,"9509,16"
22/06/16,"10584,47"
22/06/16,"10509,97"
22/06/16,"8849,06"
22/06/16,"10061,2"
22/06/16,"10058,57"
22/06/16,"11755,4"
22/06/16,"13106,68"
22/06/16,"14461,42"
22/06/16,"15654,56"
22/06/16,"13586,81"
22/06/16,"17523,8"
22/06/16,"12987,78"
22/06/16,"14824,14"
22/06/16,"17589,96"
22/06/16,"13878,75"
22/06/16,"15870,81"
22/06/16,"15294,74"
22/06/16,"14659,86"
22/06/16,"13366,6"
22/06/16,"13928,13"
22/06/16,"14712,22"
22/06/16,"14803,64"
22/06/16,"14960,74"
22/06/16,"14146,13"
22/06/16,"15195,41"
22/06/16,"13330,01"
22/06/16,"12312,66"
22/06/16,"10762,16"
22/06/16,"10835,86"
22/06/16,"10969,91"
22/06/16,"10307,88"
22/06/16,"7135,11"
22/06/16,"6431,16"
22/06/16,"3375,46"
22/06/16,"347,99"
23/06/16,0
23/06/16,0
23/06/16,"1569,92"
23/06/16,"2639,52"
23/06/16,"7818,4"
23/06/16,"9207,29"
23/06/16,"11165,43"
23/06/16,"15047,94"
23/06/16,"23077,44"
23/06/16,"16915,37"
23/06/16,"16738,48"
23/06/16,"17807,68"
23/06/16,"13669,34"
23/06/16,"14997,24"
23/06/16,"16298,53"
23/06/16,"13336,97"
23/06/16,"13760,02"
23/06/16,"12520,61"
23/06/16,"13472,67"
23/06/16,"12574,81"
23/06/16,"9775,74"
23/06/16,"10070,25"
23/06/16,"11202,61"
23/06/16,"9370,34"
23/06/16,"9094,37"
23/06/16,"13941,98"
23/06/16,"10052,33"
23/06/16,"12529,42"
23/06/16,"13235,52"
23/06/16,"14319,67"
23/06/16,"17003,66"
23/06/16,"14936,4"
23/06/16,"13411,17"
23/06/16,"12464,49"
23/06/16,"13585,31"
23/06/16,"12400,56"
23/06/16,"14802,09"
23/06/16,"14643,26"
23/06/16,"13890,27"
23/06/16,"14222,65"
23/06/16,"12876,31"
23/06/16,"13296,67"
23/06/16,"15135,02"
23/06/16,"15143,33"
23/06/16,"12850,63"
23/06/16,"14354,76"
23/06/16,"12625,76"
